# TSIS-1 Hybrid Solar Reference Spectrum (HSRS) v1 — B11 + B12 wavelength ranges.
# Source: Coddington et al. 2021, Geophys. Res. Lett. 48, e2020GL091709 (doi:10.1029/2020GL091709).
#   Downloaded from LASP LISIRD (lasp.colorado.edu/lisird/data/tsis1_hsrs) via the LaTiS CSV API
#   on 2026-07-07. Ranges: 1530-1690 nm (B11) and 2070-2330 nm (B12); native 0.001 nm resolution
#   decimated to ~0.02 nm here (the CH4 fine structure comes from HITRAN, not the solar envelope).
# irradiance is solar spectral irradiance E_lambda in W/m^2/nm at 1 AU. The LUT generator converts
#   the SHAPE to per-wavenumber E_nu via the lambda^2 Jacobian (E_nu ∝ E_lambda·lambda^2) before use.
# wavelength in nm; irradiance in W m^-2 nm^-1.
wavelength_nm,irradiance_w_m2_nm
2132.760,9.141836e-02
2132.780,9.140239e-02
2132.800,9.138572e-02
2132.820,9.136665e-02
2132.840,9.134430e-02
2132.860,9.131940e-02
2132.880,9.128885e-02
2132.900,9.124954e-02
2132.920,9.119033e-02
2132.940,9.108400e-02
2132.960,9.094748e-02
2132.980,9.095319e-02
2133.000,9.098950e-02
2133.020,9.096165e-02
2133.040,9.089456e-02
2133.060,9.079599e-02
2133.080,9.066035e-02
2133.100,9.046687e-02
2133.120,9.030273e-02
2133.140,9.054347e-02
2133.160,9.070978e-02
2133.180,9.082971e-02
2133.200,9.092173e-02
2133.220,9.099366e-02
2133.240,9.105141e-02
2133.260,9.109856e-02
2133.280,9.113668e-02
2133.300,9.116776e-02
2133.320,9.118995e-02
2133.340,9.118206e-02
2133.360,9.106702e-02
2133.380,9.088347e-02
2133.400,9.098038e-02
2133.420,9.109165e-02
2133.440,9.105232e-02
2133.460,9.105616e-02
2133.480,9.115554e-02
2133.500,9.125103e-02
2133.520,9.130109e-02
2133.540,9.132240e-02
2133.560,9.133386e-02
2133.580,9.134002e-02
2133.600,9.134509e-02
2133.620,9.134833e-02
2133.640,9.135031e-02
2133.660,9.135136e-02
2133.680,9.135135e-02
2133.700,9.134787e-02
2133.720,9.133824e-02
2133.740,9.130060e-02
2133.760,9.117149e-02
2133.780,9.117302e-02
2133.800,9.128939e-02
2133.820,9.129715e-02
2133.840,9.120200e-02
2133.860,9.114344e-02
2133.880,9.128484e-02
2133.900,9.133137e-02
2133.920,9.134382e-02
2133.940,9.134772e-02
2133.960,9.134785e-02
2133.980,9.134611e-02
2134.000,9.134274e-02
2134.020,9.133667e-02
2134.040,9.132450e-02
2134.060,9.129516e-02
2134.080,9.121415e-02
2134.100,9.114202e-02
2134.120,9.122635e-02
2134.140,9.128022e-02
2134.160,9.128687e-02
2134.180,9.126911e-02
2134.200,9.121622e-02
2134.220,9.107341e-02
2134.240,9.108069e-02
2134.260,9.120304e-02
2134.280,9.123821e-02
2134.300,9.124046e-02
2134.320,9.122145e-02
2134.340,9.117908e-02
2134.360,9.108937e-02
2134.380,9.088251e-02
2134.400,9.045169e-02
2134.420,9.033834e-02
2134.440,9.078130e-02
2134.460,9.104150e-02
2134.480,9.115253e-02
2134.500,9.120483e-02
2134.520,9.123265e-02
2134.540,9.124828e-02
2134.560,9.125735e-02
2134.580,9.126296e-02
2134.600,9.126512e-02
2134.620,9.126616e-02
2134.640,9.126543e-02
2134.660,9.126429e-02
2134.680,9.126222e-02
2134.700,9.125926e-02
2134.720,9.125537e-02
2134.740,9.125068e-02
2134.760,9.124462e-02
2134.780,9.123614e-02
2134.800,9.121761e-02
2134.820,9.115160e-02
2134.840,9.093583e-02
2134.860,9.090948e-02
2134.880,9.100090e-02
2134.900,9.088028e-02
2134.920,9.087408e-02
2134.940,9.074882e-02
2134.960,9.090220e-02
2134.980,9.105745e-02
2135.000,9.112352e-02
2135.020,9.115594e-02
2135.040,9.117234e-02
2135.060,9.118138e-02
2135.080,9.118681e-02
2135.100,9.118876e-02
2135.120,9.118888e-02
2135.140,9.118841e-02
2135.160,9.118635e-02
2135.180,9.118430e-02
2135.200,9.118133e-02
2135.220,9.117744e-02
2135.240,9.117356e-02
2135.260,9.116876e-02
2135.280,9.113967e-02
2135.300,9.086259e-02
2135.320,9.104277e-02
2135.340,9.114548e-02
2135.360,9.113942e-02
2135.380,9.113220e-02
2135.400,9.112365e-02
2135.420,9.111481e-02
2135.440,9.110476e-02
2135.460,9.109304e-02
2135.480,9.108081e-02
2135.500,9.106585e-02
2135.520,9.104997e-02
2135.540,9.103103e-02
2135.560,9.100956e-02
2135.580,9.098374e-02
2135.600,9.095450e-02
2135.620,9.091999e-02
2135.640,9.087787e-02
2135.660,9.082789e-02
2135.680,9.076638e-02
2135.700,9.068970e-02
2135.720,9.059317e-02
2135.740,9.046686e-02
2135.760,9.029439e-02
2135.780,9.003650e-02
2135.800,8.955358e-02
2135.820,8.926407e-02
2135.840,8.915734e-02
2135.860,8.872614e-02
2135.880,8.801968e-02
2135.900,8.691043e-02
2135.920,8.509349e-02
2135.940,8.191132e-02
2135.960,7.629986e-02
2135.980,6.733084e-02
2136.000,5.732961e-02
2136.020,5.917448e-02
2136.040,7.067053e-02
2136.060,7.888631e-02
2136.080,8.327859e-02
2136.100,8.574201e-02
2136.120,8.724333e-02
2136.140,8.822696e-02
2136.160,8.889899e-02
2136.180,8.937727e-02
2136.200,8.972741e-02
2136.220,8.998697e-02
2136.240,9.018546e-02
2136.260,9.033839e-02
2136.280,9.045802e-02
2136.300,9.055251e-02
2136.320,9.062702e-02
2136.340,9.068756e-02
2136.360,9.073591e-02
2136.380,9.077505e-02
2136.400,9.080708e-02
2136.420,9.083230e-02
2136.440,9.085339e-02
2136.460,9.087036e-02
2136.480,9.088426e-02
2136.500,9.089564e-02
2136.520,9.090374e-02
2136.540,9.091044e-02
2136.560,9.091547e-02
2136.580,9.091841e-02
2136.600,9.091945e-02
2136.620,9.091774e-02
2136.640,9.091351e-02
2136.660,9.090239e-02
2136.680,9.087914e-02
2136.700,9.081840e-02
2136.720,9.063796e-02
2136.740,9.030212e-02
2136.760,9.048428e-02
2136.780,9.075676e-02
2136.800,9.084719e-02
2136.820,9.087707e-02
2136.840,9.088796e-02
2136.860,9.089063e-02
2136.880,9.088988e-02
2136.900,9.088606e-02
2136.920,9.088154e-02
2136.940,9.087556e-02
2136.960,9.086308e-02
2136.980,9.076044e-02
2137.000,9.078848e-02
2137.020,9.082314e-02
2137.040,9.076026e-02
2137.060,9.068029e-02
2137.080,9.068812e-02
2137.100,9.074867e-02
2137.120,9.077046e-02
2137.140,9.076125e-02
2137.160,9.074247e-02
2137.180,9.072028e-02
2137.200,9.069460e-02
2137.220,9.066383e-02
2137.240,9.062882e-02
2137.260,9.058698e-02
2137.280,9.053649e-02
2137.300,9.047557e-02
2137.320,9.039955e-02
2137.340,9.030403e-02
2137.360,9.018031e-02
2137.380,8.999747e-02
2137.400,8.961665e-02
2137.420,8.877285e-02
2137.440,8.775684e-02
2137.460,8.722372e-02
2137.480,8.784809e-02
2137.500,8.874125e-02
2137.520,8.933209e-02
2137.540,8.966987e-02
2137.560,8.988683e-02
2137.580,9.003327e-02
2137.600,9.013423e-02
2137.620,9.020426e-02
2137.640,9.024930e-02
2137.660,9.027614e-02
2137.680,9.028649e-02
2137.700,9.028162e-02
2137.720,9.026118e-02
2137.740,9.022299e-02
2137.760,9.016402e-02
2137.780,9.007704e-02
2137.800,8.994922e-02
2137.820,8.975744e-02
2137.840,8.945334e-02
2137.860,8.898544e-02
2137.880,8.863301e-02
2137.900,8.895366e-02
2137.920,8.944320e-02
2137.940,8.977247e-02
2137.960,8.998485e-02
2137.980,9.013180e-02
2138.000,9.023880e-02
2138.020,9.031978e-02
2138.040,9.038100e-02
2138.060,9.041989e-02
2138.080,9.042519e-02
2138.100,9.040804e-02
2138.120,9.042751e-02
2138.140,9.049534e-02
2138.160,9.055701e-02
2138.180,9.058904e-02
2138.200,9.060560e-02
2138.220,9.061766e-02
2138.240,9.062732e-02
2138.260,9.063542e-02
2138.280,9.064261e-02
2138.300,9.064888e-02
2138.320,9.065321e-02
2138.340,9.065776e-02
2138.360,9.066145e-02
2138.380,9.066376e-02
2138.400,9.066488e-02
2138.420,9.065827e-02
2138.440,9.060664e-02
2138.460,9.043555e-02
2138.480,9.018289e-02
2138.500,9.012704e-02
2138.520,9.034618e-02
2138.540,9.056490e-02
2138.560,9.064970e-02
2138.580,9.066680e-02
2138.600,9.066786e-02
2138.620,9.066710e-02
2138.640,9.066543e-02
2138.660,9.066422e-02
2138.680,9.066222e-02
2138.700,9.066042e-02
2138.720,9.065820e-02
2138.740,9.065619e-02
2138.760,9.065328e-02
2138.780,9.065037e-02
2138.800,9.064554e-02
2138.820,9.063733e-02
2138.840,9.061553e-02
2138.860,9.053528e-02
2138.880,9.035921e-02
2138.900,9.037314e-02
2138.920,9.053353e-02
2138.940,9.058736e-02
2138.960,9.058962e-02
2138.980,9.057477e-02
2139.000,9.054528e-02
2139.020,9.049047e-02
2139.040,9.037019e-02
2139.060,9.016404e-02
2139.080,9.033768e-02
2139.100,9.040798e-02
2139.120,9.038431e-02
2139.140,9.025396e-02
2139.160,8.986253e-02
2139.180,8.862367e-02
2139.200,8.715760e-02
2139.220,8.875749e-02
2139.240,8.991370e-02
2139.260,9.028507e-02
2139.280,9.042179e-02
2139.300,9.047335e-02
2139.320,9.046138e-02
2139.340,9.033906e-02
2139.360,9.028430e-02
2139.380,9.036245e-02
2139.400,9.027880e-02
2139.420,8.993226e-02
2139.440,8.886382e-02
2139.460,8.614403e-02
2139.480,8.437240e-02
2139.500,8.663558e-02
2139.520,8.870216e-02
2139.540,8.973620e-02
2139.560,9.019813e-02
2139.580,9.037790e-02
2139.600,9.043104e-02
2139.620,9.038185e-02
2139.640,9.038542e-02
2139.660,9.048181e-02
2139.680,9.051795e-02
2139.700,9.052336e-02
2139.720,9.052350e-02
2139.740,9.052273e-02
2139.760,9.051948e-02
2139.780,9.049353e-02
2139.800,9.041639e-02
2139.820,9.042595e-02
2139.840,9.049418e-02
2139.860,9.050814e-02
2139.880,9.050640e-02
2139.900,9.050349e-02
2139.920,9.050057e-02
2139.940,9.049142e-02
2139.960,9.043993e-02
2139.980,9.032534e-02
2140.000,9.034445e-02
2140.020,9.044916e-02
2140.040,9.048038e-02
2140.060,9.048017e-02
2140.080,9.047725e-02
2140.100,9.047434e-02
2140.120,9.047143e-02
2140.140,9.046851e-02
2140.160,9.046560e-02
2140.180,9.046268e-02
2140.200,9.045977e-02
2140.220,9.044444e-02
2140.240,9.027310e-02
2140.260,9.029708e-02
2140.280,9.044025e-02
2140.300,9.043433e-02
2140.320,9.017460e-02
2140.340,8.993854e-02
2140.360,9.036622e-02
2140.380,9.043263e-02
2140.400,9.043062e-02
2140.420,9.042681e-02
2140.440,9.042389e-02
2140.460,9.040944e-02
2140.480,9.022048e-02
2140.500,9.032993e-02
2140.520,9.041096e-02
2140.540,9.040932e-02
2140.560,9.040641e-02
2140.580,9.040349e-02
2140.600,9.040057e-02
2140.620,9.039767e-02
2140.640,9.039475e-02
2140.660,9.039093e-02
2140.680,9.038801e-02
2140.700,9.036870e-02
2140.720,9.018513e-02
2140.740,9.031935e-02
2140.760,9.032417e-02
2140.780,9.023422e-02
2140.800,9.032007e-02
2140.820,9.036449e-02
2140.840,9.036470e-02
2140.860,9.036088e-02
2140.880,9.034137e-02
2140.900,9.017357e-02
2140.920,9.000118e-02
2140.940,9.022590e-02
2140.960,9.031829e-02
2140.980,9.025236e-02
2141.000,9.017455e-02
2141.020,9.023584e-02
2141.040,9.030993e-02
2141.060,9.032745e-02
2141.080,9.032791e-02
2141.100,9.032500e-02
2141.120,9.032210e-02
2141.140,9.031918e-02
2141.160,9.031626e-02
2141.180,9.031336e-02
2141.200,9.030953e-02
2141.220,9.030662e-02
2141.240,9.030370e-02
2141.260,9.030079e-02
2141.280,9.029788e-02
2141.300,9.029496e-02
2141.320,9.029115e-02
2141.340,9.027532e-02
2141.360,9.017629e-02
2141.380,9.016559e-02
2141.400,9.026321e-02
2141.420,9.027580e-02
2141.440,9.027366e-02
2141.460,9.027075e-02
2141.480,9.026693e-02
2141.500,9.026401e-02
2141.520,9.026110e-02
2141.540,9.025819e-02
2141.560,9.025527e-02
2141.580,9.025145e-02
2141.600,9.024854e-02
2141.620,9.024563e-02
2141.640,9.024271e-02
2141.660,9.023889e-02
2141.680,9.023598e-02
2141.700,9.023307e-02
2141.720,9.023015e-02
2141.740,9.022634e-02
2141.760,9.022342e-02
2141.780,9.022051e-02
2141.800,9.021489e-02
2141.820,9.016464e-02
2141.840,8.992367e-02
2141.860,8.984679e-02
2141.880,9.011113e-02
2141.900,9.019470e-02
2141.920,9.019726e-02
2141.940,9.017899e-02
2141.960,9.005559e-02
2141.980,9.003624e-02
2142.000,9.016235e-02
2142.020,9.018008e-02
2142.040,9.017721e-02
2142.060,9.017340e-02
2142.080,9.016958e-02
2142.100,9.016576e-02
2142.120,9.016218e-02
2142.140,9.015813e-02
2142.160,9.015431e-02
2142.180,9.014738e-02
2142.200,9.005904e-02
2142.220,8.981163e-02
2142.240,8.995172e-02
2142.260,9.011700e-02
2142.280,9.012691e-02
2142.300,9.012132e-02
2142.320,9.011328e-02
2142.340,9.009948e-02
2142.360,9.005950e-02
2142.380,8.995257e-02
2142.400,8.993779e-02
2142.420,9.003041e-02
2142.440,9.005757e-02
2142.460,9.005396e-02
2142.480,9.004138e-02
2142.500,9.002439e-02
2142.520,9.000144e-02
2142.540,8.996976e-02
2142.560,8.992423e-02
2142.580,8.985211e-02
2142.600,8.972298e-02
2142.620,8.960472e-02
2142.640,8.971787e-02
2142.660,8.982075e-02
2142.680,8.986429e-02
2142.700,8.986506e-02
2142.720,8.980985e-02
2142.740,8.969075e-02
2142.760,8.966987e-02
2142.780,8.979598e-02
2142.800,8.988467e-02
2142.820,8.991783e-02
2142.840,8.992789e-02
2142.860,8.992716e-02
2142.880,8.991949e-02
2142.900,8.990786e-02
2142.920,8.989137e-02
2142.940,8.987154e-02
2142.960,8.984657e-02
2142.980,8.981638e-02
2143.000,8.977861e-02
2143.020,8.973144e-02
2143.040,8.967269e-02
2143.060,8.959679e-02
2143.080,8.949709e-02
2143.100,8.936134e-02
2143.120,8.916891e-02
2143.140,8.888282e-02
2143.160,8.843624e-02
2143.180,8.774425e-02
2143.200,8.683841e-02
2143.220,8.617604e-02
2143.240,8.630424e-02
2143.260,8.702177e-02
2143.280,8.766706e-02
2143.300,8.792842e-02
2143.320,8.766480e-02
2143.340,8.635192e-02
2143.360,8.499658e-02
2143.380,8.697703e-02
2143.400,8.793515e-02
2143.420,8.789057e-02
2143.440,8.676574e-02
2143.460,8.492955e-02
2143.480,8.581551e-02
2143.500,8.786463e-02
2143.520,8.884106e-02
2143.540,8.925163e-02
2143.560,8.943359e-02
2143.580,8.950288e-02
2143.600,8.951140e-02
2143.620,8.951955e-02
2143.640,8.957172e-02
2143.660,8.965336e-02
2143.680,8.972168e-02
2143.700,8.975858e-02
2143.720,8.976463e-02
2143.740,8.973663e-02
2143.760,8.966450e-02
2143.780,8.957929e-02
2143.800,8.957940e-02
2143.820,8.965922e-02
2143.840,8.965845e-02
2143.860,8.970666e-02
2143.880,8.980098e-02
2143.900,8.981327e-02
2143.920,8.981337e-02
2143.940,8.980864e-02
2143.960,8.980059e-02
2143.980,8.978674e-02
2144.000,8.976239e-02
2144.020,8.970823e-02
2144.040,8.957317e-02
2144.060,8.938753e-02
2144.080,8.950344e-02
2144.100,8.964317e-02
2144.120,8.964017e-02
2144.140,8.934503e-02
2144.160,8.900965e-02
2144.180,8.946780e-02
2144.200,8.963433e-02
2144.220,8.962824e-02
2144.240,8.957502e-02
2144.260,8.947759e-02
2144.280,8.946002e-02
2144.300,8.953767e-02
2144.320,8.957646e-02
2144.340,8.958995e-02
2144.360,8.959022e-02
2144.380,8.957939e-02
2144.400,8.955914e-02
2144.420,8.952363e-02
2144.440,8.945967e-02
2144.460,8.935002e-02
2144.480,8.923507e-02
2144.500,8.924254e-02
2144.520,8.932138e-02
2144.540,8.935891e-02
2144.560,8.935284e-02
2144.580,8.930884e-02
2144.600,8.919861e-02
2144.620,8.904105e-02
2144.640,8.903340e-02
2144.660,8.905568e-02
2144.680,8.899411e-02
2144.700,8.888328e-02
2144.720,8.873442e-02
2144.740,8.853939e-02
2144.760,8.827405e-02
2144.780,8.789565e-02
2144.800,8.732330e-02
2144.820,8.657621e-02
2144.840,8.649278e-02
2144.860,8.712605e-02
2144.880,8.754147e-02
2144.900,8.787683e-02
2144.920,8.821187e-02
2144.940,8.835630e-02
2144.960,8.837782e-02
2144.980,8.839661e-02
2145.000,8.820491e-02
2145.020,8.802025e-02
2145.040,8.842621e-02
2145.060,8.862910e-02
2145.080,8.870885e-02
2145.100,8.874824e-02
2145.120,8.876800e-02
2145.140,8.878906e-02
2145.160,8.882916e-02
2145.180,8.889493e-02
2145.200,8.897636e-02
2145.220,8.905900e-02
2145.240,8.913108e-02
2145.260,8.918630e-02
2145.280,8.922648e-02
2145.300,8.925314e-02
2145.320,8.926995e-02
2145.340,8.927922e-02
2145.360,8.928164e-02
2145.380,8.927798e-02
2145.400,8.926597e-02
2145.420,8.922673e-02
2145.440,8.909383e-02
2145.460,8.888866e-02
2145.480,8.888686e-02
2145.500,8.902957e-02
2145.520,8.906216e-02
2145.540,8.900512e-02
2145.560,8.890327e-02
2145.580,8.874423e-02
2145.600,8.848766e-02
2145.620,8.830512e-02
2145.640,8.840764e-02
2145.660,8.844412e-02
2145.680,8.853264e-02
2145.700,8.854411e-02
2145.720,8.833459e-02
2145.740,8.771147e-02
2145.760,8.733297e-02
2145.780,8.769488e-02
2145.800,8.766432e-02
2145.820,8.764597e-02
2145.840,8.802756e-02
2145.860,8.829751e-02
2145.880,8.848938e-02
2145.900,8.863107e-02
2145.920,8.875305e-02
2145.940,8.884802e-02
2145.960,8.892511e-02
2145.980,8.898847e-02
2146.000,8.903991e-02
2146.020,8.907414e-02
2146.040,8.904795e-02
2146.060,8.886648e-02
2146.080,8.901583e-02
2146.100,8.918522e-02
2146.120,8.923542e-02
2146.140,8.926171e-02
2146.160,8.928082e-02
2146.180,8.929662e-02
2146.200,8.931019e-02
2146.220,8.932149e-02
2146.240,8.933117e-02
2146.260,8.933685e-02
2146.280,8.933594e-02
2146.300,8.931027e-02
2146.320,8.921688e-02
2146.340,8.913086e-02
2146.360,8.917961e-02
2146.380,8.916306e-02
2146.400,8.895509e-02
2146.420,8.837740e-02
2146.440,8.685787e-02
2146.460,8.366270e-02
2146.480,8.200186e-02
2146.500,8.476890e-02
2146.520,8.722461e-02
2146.540,8.845181e-02
2146.560,8.898974e-02
2146.580,8.921602e-02
2146.600,8.931382e-02
2146.620,8.935887e-02
2146.640,8.938160e-02
2146.660,8.939359e-02
2146.680,8.940111e-02
2146.700,8.940510e-02
2146.720,8.940724e-02
2146.740,8.940823e-02
2146.760,8.940855e-02
2146.780,8.940842e-02
2146.800,8.940686e-02
2146.820,8.934779e-02
2146.840,8.921113e-02
2146.860,8.935200e-02
2146.880,8.940332e-02
2146.900,8.940350e-02
2146.920,8.940191e-02
2146.940,8.940039e-02
2146.960,8.939851e-02
2146.980,8.939729e-02
2147.000,8.939529e-02
2147.020,8.939329e-02
2147.040,8.939128e-02
2147.060,8.938928e-02
2147.080,8.938729e-02
2147.100,8.938528e-02
2147.120,8.938328e-02
2147.140,8.938055e-02
2147.160,8.937838e-02
2147.180,8.937626e-02
2147.200,8.937349e-02
2147.220,8.937107e-02
2147.240,8.936859e-02
2147.260,8.936334e-02
2147.280,8.930234e-02
2147.300,8.924109e-02
2147.320,8.934112e-02
2147.340,8.935053e-02
2147.360,8.934504e-02
2147.380,8.933737e-02
2147.400,8.932509e-02
2147.420,8.930372e-02
2147.440,8.926095e-02
2147.460,8.915944e-02
2147.480,8.889532e-02
2147.500,8.815114e-02
2147.520,8.651909e-02
2147.540,8.670034e-02
2147.560,8.817800e-02
2147.580,8.886199e-02
2147.600,8.912989e-02
2147.620,8.922990e-02
2147.640,8.926980e-02
2147.660,8.928613e-02
2147.680,8.926758e-02
2147.700,8.914738e-02
2147.720,8.928495e-02
2147.740,8.929287e-02
2147.760,8.928624e-02
2147.780,8.924617e-02
2147.800,8.922251e-02
2147.820,8.926859e-02
2147.840,8.927631e-02
2147.860,8.927227e-02
2147.880,8.926729e-02
2147.900,8.926141e-02
2147.920,8.925554e-02
2147.940,8.924788e-02
2147.960,8.923931e-02
2147.980,8.922752e-02
2148.000,8.921063e-02
2148.020,8.918425e-02
2148.040,8.913735e-02
2148.060,8.904198e-02
2148.080,8.885968e-02
2148.100,8.865286e-02
2148.120,8.864948e-02
2148.140,8.883590e-02
2148.160,8.898359e-02
2148.180,8.904066e-02
2148.200,8.904467e-02
2148.220,8.901442e-02
2148.240,8.894666e-02
2148.260,8.882174e-02
2148.280,8.871957e-02
2148.300,8.882676e-02
2148.320,8.894062e-02
2148.340,8.900028e-02
2148.360,8.903045e-02
2148.380,8.904007e-02
2148.400,8.903125e-02
2148.420,8.899742e-02
2148.440,8.894305e-02
2148.460,8.890857e-02
2148.480,8.892172e-02
2148.500,8.893612e-02
2148.520,8.891306e-02
2148.540,8.884003e-02
2148.560,8.868410e-02
2148.580,8.835135e-02
2148.600,8.823985e-02
2148.620,8.860650e-02
2148.640,8.879773e-02
2148.660,8.888724e-02
2148.680,8.892434e-02
2148.700,8.891865e-02
2148.720,8.887803e-02
2148.740,8.885593e-02
2148.760,8.887705e-02
2148.780,8.886909e-02
2148.800,8.878984e-02
2148.820,8.869832e-02
2148.840,8.868966e-02
2148.860,8.868360e-02
2148.880,8.857932e-02
2148.900,8.839037e-02
2148.920,8.821808e-02
2148.940,8.819466e-02
2148.960,8.833462e-02
2148.980,8.852246e-02
2149.000,8.863096e-02
2149.020,8.861732e-02
2149.040,8.862025e-02
2149.060,8.866346e-02
2149.080,8.861937e-02
2149.100,8.852435e-02
2149.120,8.844611e-02
2149.140,8.843125e-02
2149.160,8.848196e-02
2149.180,8.855149e-02
2149.200,8.847634e-02
2149.220,8.832361e-02
2149.240,8.821684e-02
2149.260,8.725136e-02
2149.280,8.538766e-02
2149.300,8.561614e-02
2149.320,8.738709e-02
2149.340,8.809228e-02
2149.360,8.782516e-02
2149.380,8.780925e-02
2149.400,8.837502e-02
2149.420,8.847551e-02
2149.440,8.843025e-02
2149.460,8.825216e-02
2149.480,8.779569e-02
2149.500,8.767254e-02
2149.520,8.783202e-02
2149.540,8.751907e-02
2149.560,8.800742e-02
2149.580,8.853560e-02
2149.600,8.870272e-02
2149.620,8.874803e-02
2149.640,8.874457e-02
2149.660,8.869611e-02
2149.680,8.860592e-02
2149.700,8.864188e-02
2149.720,8.875191e-02
2149.740,8.881585e-02
2149.760,8.885082e-02
2149.780,8.886913e-02
2149.800,8.886956e-02
2149.820,8.883817e-02
2149.840,8.869387e-02
2149.860,8.829860e-02
2149.880,8.853080e-02
2149.900,8.864980e-02
2149.920,8.861740e-02
2149.940,8.862708e-02
2149.960,8.871083e-02
2149.980,8.880964e-02
2150.000,8.887471e-02
2150.020,8.890559e-02
2150.040,8.891858e-02
2150.060,8.892091e-02
2150.080,8.885274e-02
2150.100,8.874702e-02
2150.120,8.889647e-02
2150.140,8.892001e-02
2150.160,8.891830e-02
2150.180,8.891600e-02
2150.200,8.891310e-02
2150.220,8.891109e-02
2150.240,8.890820e-02
2150.260,8.890530e-02
2150.280,8.890240e-02
2150.300,8.889950e-02
2150.320,8.889660e-02
2150.340,8.889370e-02
2150.360,8.889080e-02
2150.380,8.888790e-02
2150.400,8.888412e-02
2150.420,8.888122e-02
2150.440,8.887832e-02
2150.460,8.887454e-02
2150.480,8.887075e-02
2150.500,8.886608e-02
2150.520,8.885839e-02
2150.540,8.884377e-02
2150.560,8.881257e-02
2150.580,8.875182e-02
2150.600,8.865575e-02
2150.620,8.855774e-02
2150.640,8.852061e-02
2150.660,8.856979e-02
2150.680,8.866588e-02
2150.700,8.874874e-02
2150.720,8.879493e-02
2150.740,8.881440e-02
2150.760,8.881869e-02
2150.780,8.881536e-02
2150.800,8.879918e-02
2150.820,8.874756e-02
2150.840,8.861799e-02
2150.860,8.847270e-02
2150.880,8.849313e-02
2150.900,8.864527e-02
2150.920,8.874854e-02
2150.940,8.878269e-02
2150.960,8.878992e-02
2150.980,8.878942e-02
2151.000,8.878741e-02
2151.020,8.878451e-02
2151.040,8.878073e-02
2151.060,8.877783e-02
2151.080,8.877404e-02
2151.100,8.877114e-02
2151.120,8.876736e-02
2151.140,8.876427e-02
2151.160,8.876067e-02
2151.180,8.875613e-02
2151.200,8.875012e-02
2151.220,8.872667e-02
2151.240,8.862145e-02
2151.260,8.852814e-02
2151.280,8.851981e-02
2151.300,8.831285e-02
2151.320,8.851527e-02
2151.340,8.865080e-02
2151.360,8.859245e-02
2151.380,8.827241e-02
2151.400,8.754399e-02
2151.420,8.783938e-02
2151.440,8.845301e-02
2151.460,8.862873e-02
2151.480,8.867497e-02
2151.500,8.868919e-02
2151.520,8.869281e-02
2151.540,8.869230e-02
2151.560,8.869114e-02
2151.580,8.868828e-02
2151.600,8.868539e-02
2151.620,8.868249e-02
2151.640,8.867849e-02
2151.660,8.866099e-02
2151.680,8.858618e-02
2151.700,8.864581e-02
2151.720,8.866357e-02
2151.740,8.866067e-02
2151.760,8.865599e-02
2151.780,8.865222e-02
2151.800,8.864754e-02
2151.820,8.864277e-02
2151.840,8.863731e-02
2151.860,8.863108e-02
2151.880,8.862434e-02
2151.900,8.861638e-02
2151.920,8.860607e-02
2151.940,8.859342e-02
2151.960,8.857488e-02
2151.980,8.854896e-02
2152.000,8.850952e-02
2152.020,8.844168e-02
2152.040,8.831738e-02
2152.060,8.804858e-02
2152.080,8.732845e-02
2152.100,8.601186e-02
2152.120,8.678439e-02
2152.140,8.782289e-02
2152.160,8.819538e-02
2152.180,8.832384e-02
2152.200,8.829597e-02
2152.220,8.819249e-02
2152.240,8.837167e-02
2152.260,8.848036e-02
2152.280,8.851380e-02
2152.300,8.852655e-02
2152.320,8.853148e-02
2152.340,8.853207e-02
2152.360,8.853094e-02
2152.380,8.852805e-02
2152.400,8.852427e-02
2152.420,8.851960e-02
2152.440,8.851406e-02
2152.460,8.850733e-02
2152.480,8.850061e-02
2152.500,8.849218e-02
2152.520,8.848340e-02
2152.540,8.847284e-02
2152.560,8.846064e-02
2152.580,8.844714e-02
2152.600,8.843053e-02
2152.620,8.841144e-02
2152.640,8.838755e-02
2152.660,8.835746e-02
2152.680,8.831903e-02
2152.700,8.826773e-02
2152.720,8.819730e-02
2152.740,8.809374e-02
2152.760,8.792492e-02
2152.780,8.759908e-02
2152.800,8.722095e-02
2152.820,8.729845e-02
2152.840,8.705332e-02
2152.860,8.644554e-02
2152.880,8.589051e-02
2152.900,8.621367e-02
2152.920,8.696922e-02
2152.940,8.749509e-02
2152.960,8.779209e-02
2152.980,8.796658e-02
2153.000,8.807541e-02
2153.020,8.814364e-02
2153.040,8.817834e-02
2153.060,8.816140e-02
2153.080,8.800196e-02
2153.100,8.764932e-02
2153.120,8.781483e-02
2153.140,8.815999e-02
2153.160,8.828099e-02
2153.180,8.832231e-02
2153.200,8.833919e-02
2153.220,8.834756e-02
2153.240,8.834861e-02
2153.260,8.833908e-02
2153.280,8.827257e-02
2153.300,8.803910e-02
2153.320,8.776205e-02
2153.340,8.746895e-02
2153.360,8.738428e-02
2153.380,8.784931e-02
2153.400,8.803910e-02
2153.420,8.811069e-02
2153.440,8.831079e-02
2153.460,8.834076e-02
2153.480,8.834343e-02
2153.500,8.834347e-02
2153.520,8.834176e-02
2153.540,8.833975e-02
2153.560,8.833774e-02
2153.580,8.833484e-02
2153.600,8.833195e-02
2153.620,8.832906e-02
2153.640,8.832527e-02
